"artist","firstName","gender","itemInSession","lastName","length","level","location","sessionId","song","userId"
"Mayday Parade","Samuel","M","2","Gonzalez","290.79465","free","Houston-The Woodlands-Sugar Land, TX","497","Three Cheers for Five Years (Acoustic)","61"
"Sam Cooke","Samuel","M","3","Gonzalez","122.04363","free","Houston-The Woodlands-Sugar Land, TX","497","Ain't Misbehavin","61"
"Enrique Iglesias","Chloe","F","2","Cuevas","241.42322","free","San Francisco-Oakland-Hayward, CA","496","Tired Of Being Sorry","49"
"Plain White T's","Kate","F","2","Harrell","232.202","paid","Lansing-East Lansing, MI","374","Hey There Delilah","97"
"The Brecker Brothers","Lily","F","1","Burns","217.5473","free","New York-Newark-Jersey City, NY-NJ-PA","503","East River","32"
"Buckcherry","Chloe","F","3","Cuevas","226.14159","free","San Francisco-Oakland-Hayward, CA","496","Sorry (Album Version)","49"
"Dayglo Abortions","Kate","F","3","Harrell","142.78485","paid","Lansing-East Lansing, MI","374","Courage In A Can","97"
"The Herbaliser","Kate","F","4","Harrell","273.8673","paid","Lansing-East Lansing, MI","374","Sensual Woman","97"
"Toni Braxton","Kate","F","5","Harrell","268.45995","paid","Lansing-East Lansing, MI","374","Un-Break My Heart","97"
"Shania Twain","Kate","F","6","Harrell","250.51383","paid","Lansing-East Lansing, MI","374","Nah!","97"
"Discovery","Chloe","F","0","Roth","206.0273","free","Indianapolis-Carmel-Anderson, IN","247","I Want You Back","78"
"Justin Bieber","Chloe","F","1","Roth","220.89098","free","Indianapolis-Carmel-Anderson, IN","247","Somebody To Love","78"
"Young Dro featuring T.I.","Kate","F","7","Harrell","322.11546","paid","Lansing-East Lansing, MI","374","My Girl (Featuring T.I.) (Amended Album Version)","97"
"Rancid","Chloe","F","2","Roth","152.76363","free","Indianapolis-Carmel-Anderson, IN","247","Hooligans (Album Version)","78"
"Sergio Contreras","Kate","F","8","Harrell","234.00444","paid","Lansing-East Lansing, MI","374","DÃÂ­selo Con Arte","97"
"Jason Derulo","Kate","F","9","Harrell","222.61506","paid","Lansing-East Lansing, MI","374","Whatcha Say","97"
"A Perfect Circle","Kate","F","10","Harrell","246.04689","paid","Lansing-East Lansing, MI","374","The Outsider","97"
"Terrorvision","Kate","F","11","Harrell","160.54812","paid","Lansing-East Lansing, MI","374","Glad All Over","97"
"Sufjan Stevens","Jacob","M","1","Klein","179.04281","paid","Tampa-St. Petersburg-Clearwater, FL","294","All The Kings Horns","73"
"Pieces Of A Dream","Jacob","M","2","Klein","315.79383","paid","Tampa-St. Petersburg-Clearwater, FL","294","Ocean View","73"
"Alceu ValenÃÂ§a","Jacob","M","4","Klein","177.21424","paid","Tampa-St. Petersburg-Clearwater, FL","294","No BalanÃÂ§o Da Canoa","73"
"George Younce","Jacob","M","5","Klein","191.68608","paid","Tampa-St. Petersburg-Clearwater, FL","294","This Old House w/ When The Saints Medley","73"
"Miike Snow","Jacob","M","6","Klein","385.35791","paid","Tampa-St. Petersburg-Clearwater, FL","294","Silvia","73"
"Vikki Carr","Jacob","M","7","Klein","157.09995","paid","Tampa-St. Petersburg-Clearwater, FL","294","Cross Your Heart","73"
"Jorgen Ingmann","Jacob","M","8","Klein","157.23057","paid","Tampa-St. Petersburg-Clearwater, FL","294","Oh! (LP Version)","73"
"A.B. Quintanilla III Y Los Kumbia Kings","Jacob","M","9","Klein","226.71628","paid","Tampa-St. Petersburg-Clearwater, FL","294","Pachuco","73"
"Fatboy Slim","Jayden","F","2","Duffy","192.9922","free","Seattle-Tacoma-Bellevue, WA","75","Illuminati","76"
"Justin Bieber","Jacob","M","10","Klein","214.67383","paid","Tampa-St. Petersburg-Clearwater, FL","294","One Time","73"
"Metallica","Jacob","M","11","Klein","515.21261","paid","Tampa-St. Petersburg-Clearwater, FL","294","Master Of Puppets","73"
"Freddie Mercury","Jacob","M","12","Klein","219.29751","paid","Tampa-St. Petersburg-Clearwater, FL","294","I Was Born To Love You (2000 Digital Remaster)","73"
"Angus & Julia Stone","Maia","F","0","Burke","262.42567","free","Houston-The Woodlands-Sugar Land, TX","502","Jewels And Gold","51"
"Max Richter","Jacob","M","13","Klein","78.47138","paid","Tampa-St. Petersburg-Clearwater, FL","294","Vladimir's Blues","73"
"Angie Stone","Jacob","M","14","Klein","269.37424","paid","Tampa-St. Petersburg-Clearwater, FL","294","Wish I Didn't Miss You","73"
"Small Black","Jacob","M","15","Klein","237.89669","paid","Tampa-St. Petersburg-Clearwater, FL","294","Weird Machines","73"
"Collective Soul","Jacob","M","16","Klein","218.40934","paid","Tampa-St. Petersburg-Clearwater, FL","294","Why Pt. 2","73"
"Feist","Jacob","M","17","Klein","295.54893","paid","Tampa-St. Petersburg-Clearwater, FL","294","My moon my man (Grizzy Bear Remix)","73"
"Taylor Swift","Chloe","F","1","Roth","233.89995","free","Indianapolis-Carmel-Anderson, IN","507","Love Story","78"
"Louis Smith","Lily","F","1","Burns","518.81751","free","New York-Newark-Jersey City, NY-NJ-PA","505","South Side (Digitally Remastered)","32"
"Britney Spears","Jacob","M","18","Klein","198.97424","paid","Tampa-St. Petersburg-Clearwater, FL","294","Toxic","73"
"Nelly / Jaheim","Jacob","M","19","Klein","336.56118","paid","Tampa-St. Petersburg-Clearwater, FL","294","My Place","73"
"Sisqo","Lily","F","2","Burns","253.49179","free","New York-Newark-Jersey City, NY-NJ-PA","505","Thong Song","32"
"MÃÂºm","Jacob","M","20","Klein","175.59465","paid","Tampa-St. Petersburg-Clearwater, FL","294","Faraway Swimming Pool","73"
"Cass McCombs","Jacob","M","21","Klein","234.13506","paid","Tampa-St. Petersburg-Clearwater, FL","294","Deseret","73"
"The Poets Of Rhythm","Jacob","M","22","Klein","252.05506","paid","Tampa-St. Petersburg-Clearwater, FL","294","More Mess On My Thing","73"
"Lynyrd Skynyrd","Jacob","M","23","Klein","233.29914","paid","Tampa-St. Petersburg-Clearwater, FL","294","The Needle And The Spoon","73"
"Radiohead","Jacob","M","24","Klein","235.7024","paid","Tampa-St. Petersburg-Clearwater, FL","294","Creep (Explicit)","73"
"Train","Bronson","M","1","Harris","239.04608","free","Eugene, OR","399","If It's Love","33"
"Incubus","Jacob","M","25","Klein","232.46322","paid","Tampa-St. Petersburg-Clearwater, FL","294","Drive","73"
"Rilo Kiley","Jacob","M","26","Klein","270.99383","paid","Tampa-St. Petersburg-Clearwater, FL","294","I Never (Album Version)","73"
"Nick Drake","Jacob","M","27","Klein","224.36526","paid","Tampa-St. Petersburg-Clearwater, FL","294","Northern Sky","73"
"Evangelicals","Jacob","M","28","Klein","264.48934","paid","Tampa-St. Petersburg-Clearwater, FL","294","Skeleton Man","73"
"Nouvelle Vague","Jacob","M","29","Klein","300.30322","paid","Tampa-St. Petersburg-Clearwater, FL","294","Say Hello Wave Goodbye","73"
"Nena Daconte","Jacob","M","30","Klein","140.64281","paid","Tampa-St. Petersburg-Clearwater, FL","294","En Que Estrella Estara","73"
"The Airborne Toxic Event","Jacob","M","31","Klein","303.56853","paid","Tampa-St. Petersburg-Clearwater, FL","294","Sometime Around Midnight","73"
"Amy Winehouse","Jacob","M","32","Klein","191.84281","paid","Tampa-St. Petersburg-Clearwater, FL","294","Just Friends","73"
"La Bouche","Jacob","M","33","Klein","240.79628","paid","Tampa-St. Petersburg-Clearwater, FL","294","Be My Lover","73"
"Chris Cornell","Jacob","M","35","Klein","240.09098","paid","Tampa-St. Petersburg-Clearwater, FL","294","You Know My Name","73"
"Wet Wet Wet","Jacob","M","37","Klein","237.71383","paid","Tampa-St. Petersburg-Clearwater, FL","294","Love Is All Around","73"
"Postal Service","Jacob","M","38","Klein","226.61179","paid","Tampa-St. Petersburg-Clearwater, FL","294","Nothing Better (Album)","73"
"Jedi Mind Tricks","Jacob","M","39","Klein","232.88118","paid","Tampa-St. Petersburg-Clearwater, FL","294","Suicide","73"
"Eve 6","Kevin","M","1","Arellano","249.83465","free","Harrisburg-Carlisle, PA","501","Here's To The Night","66"
"Polly Paulusma","Jacob","M","40","Klein","222.9024","paid","Tampa-St. Petersburg-Clearwater, FL","294","Give It Back","73"
"Touche Amore","Jacob","M","41","Klein","136.95955","paid","Tampa-St. Petersburg-Clearwater, FL","294","Changing Lanes","73"
"Five Iron Frenzy","Kevin","M","2","Arellano","236.09424","free","Harrisburg-Carlisle, PA","501","Canada","66"
"The Letter Black","Jacob","M","42","Klein","26.93179","paid","Tampa-St. Petersburg-Clearwater, FL","294","Hanging On By A Thread","73"
"Dido","Jacob","M","43","Klein","217.83465","paid","Tampa-St. Petersburg-Clearwater, FL","294","Thank You","73"
"Evanescence","Kevin","M","3","Arellano","263.78404","free","Harrisburg-Carlisle, PA","501","My Immortal (Album Version)","66"
"Basshunter Feat. DJ Mental Theos Bazzheadz","Jacob","M","44","Klein","152.65914","paid","Tampa-St. Petersburg-Clearwater, FL","294","Now You're Gone","73"
"Cut Copy","Jacob","M","45","Klein","71.49669","paid","Tampa-St. Petersburg-Clearwater, FL","294","Visions","73"
"Kelly Clarkson","Jacob","M","46","Klein","281.5473","paid","Tampa-St. Petersburg-Clearwater, FL","294","Already Gone","73"
"Craig's Brother","Jacob","M","48","Klein","175.09832","paid","Tampa-St. Petersburg-Clearwater, FL","294","Set Free","73"
"Avenged Sevenfold","Jacob","M","50","Klein","333.13914","paid","Tampa-St. Petersburg-Clearwater, FL","294","Seize The Day (Album Version)","73"
"The Chi-Lites","Jacob","M","51","Klein","180.87138","paid","Tampa-St. Petersburg-Clearwater, FL","294","Oh Girl","73"
"Stephane Pompougnac","Theodore","M","1","Harris","241.10975","free","Red Bluff, CA","478","Ghosts and Roses","14"
"Train","Jacob","M","52","Klein","205.45261","paid","Tampa-St. Petersburg-Clearwater, FL","294","Marry Me","73"
"Gojira","Jacob","M","53","Klein","260.20526","paid","Tampa-St. Petersburg-Clearwater, FL","294","Love","73"
"Metallica","Jacob","M","54","Klein","267.96363","paid","Tampa-St. Petersburg-Clearwater, FL","294","Until It Sleeps","73"
"Gary Wright with Dorian Wright","Jacob","M","55","Klein","237.7922","paid","Tampa-St. Petersburg-Clearwater, FL","294","Love is Alive (Re-Record)","73"
"Flipsyde","Lily","F","0","Burns","201.87383","free","New York-Newark-Jersey City, NY-NJ-PA","512","Get Ready","32"
"Train","Jacob","M","56","Klein","205.45261","paid","Tampa-St. Petersburg-Clearwater, FL","294","Marry Me","73"
"Ray Davies","Lily","F","1","Burns","285.3873","free","New York-Newark-Jersey City, NY-NJ-PA","512","The Tourist","32"
"The Lonely Island","Jacob","M","57","Klein","106.78812","paid","Tampa-St. Petersburg-Clearwater, FL","294","Like A Boss","73"
"Starship","Jacob","M","58","Klein","293.35465","paid","Tampa-St. Petersburg-Clearwater, FL","294","Sara","73"
"Los AutÃÂ©nticos Decadentes","Jacob","M","59","Klein","218.48771","paid","Tampa-St. Petersburg-Clearwater, FL","294","La Guitarra","73"
"Hot Chip","Emily","F","0","Benson","283.32363","paid","Augusta-Richmond County, GA-SC","494","We're Looking For A Lot Of Love","58"
"Behemoth","Emily","F","1","Benson","267.31057","paid","Augusta-Richmond County, GA-SC","494","Ov Fire And The Void","58"
"Morningwood","Ryan","M","2","Smith","176.66567","free","San Jose-Sunnyvale-Santa Clara, CA","500","New York Girls","26"
"Arctic Monkeys","Emily","F","2","Benson","268.45995","paid","Augusta-Richmond County, GA-SC","494","Perhaps Vampires Is A Bit Strong But...","58"
"Justice","Emily","F","3","Benson","223.79057","paid","Augusta-Richmond County, GA-SC","494","One Minute To Midnight","58"
"The Audition","Emily","F","4","Benson","188.08118","paid","Augusta-Richmond County, GA-SC","494","Lawyers (Album Version)","58"
"Angus & Julia Stone","Austin","M","1","Rosales","236.95628","free","New York-Newark-Jersey City, NY-NJ-PA","371","Just A Boy","12"
"California Swag District","Emily","F","5","Benson","239.17669","paid","Augusta-Richmond County, GA-SC","494","Teach Me How To Dougie","58"
"Jami Smith","Austin","M","2","Rosales","243.80036","free","New York-Newark-Jersey City, NY-NJ-PA","371","Home","12"
"Stephen Lynch","Emily","F","6","Benson","52.81914","paid","Augusta-Richmond County, GA-SC","494","What If That Guy From Smashing Pumpkins Lost His Car Keys?","58"
"Major Organ And The Adding Machine","Emily","F","7","Benson","129.77587","paid","Augusta-Richmond County, GA-SC","494","Water Dripping On Bread Makes Bread Taste Not So Tasty.","58"
"Alejandro Fernandez","Austin","M","3","Rosales","177.21424","free","New York-Newark-Jersey City, NY-NJ-PA","371","Matalas","12"
"Fania All Stars","Emily","F","8","Benson","350.09261","paid","Augusta-Richmond County, GA-SC","494","Ublabadu","58"
"Livvi Franc","Austin","M","4","Rosales","380.99546","free","New York-Newark-Jersey City, NY-NJ-PA","371","Automatik","12"
"The Lonely Island","Emily","F","9","Benson","106.78812","paid","Augusta-Richmond County, GA-SC","494","Like A Boss","58"
"Pixie Lott","Emily","F","10","Benson","182.33424","paid","Augusta-Richmond County, GA-SC","494","Boys And Girls (Album Version)","58"
"Donna Lewis","Austin","M","5","Rosales","240.95302","free","New York-Newark-Jersey City, NY-NJ-PA","371","I Love You Always Forever ( LP Version )","12"
"Godsmack","Emily","F","11","Benson","249.96526","paid","Augusta-Richmond County, GA-SC","494","Saints And Sinners","58"
"Kid Cudi","Austin","M","6","Rosales","227.34322","free","New York-Newark-Jersey City, NY-NJ-PA","371","Up Up & Away","12"
"Faith Hill","Emily","F","12","Benson","222.30159","paid","Augusta-Richmond County, GA-SC","494","There You'll Be (Album Version)","58"
"Coldplay","Emily","F","13","Benson","307.51302","paid","Augusta-Richmond County, GA-SC","494","Clocks","58"
"Blind Melon","Tegan","F","0","Levine","221.90975","paid","Portland-South Portland, ME","481","Change","80"
"BjÃÂ¶rk","Tegan","F","1","Levine","348.57751","paid","Portland-South Portland, ME","481","Undo","80"
"49ers","Tegan","F","3","Levine","216.68526","paid","Portland-South Portland, ME","481","Touch Me","80"
"Taylor Swift","Tegan","F","4","Levine","238.99383","paid","Portland-South Portland, ME","481","Cold As You","80"
"Sneaky Sound System","Tegan","F","5","Levine","243.01669","paid","Portland-South Portland, ME","481","UFO","80"
"Copeland","Jordan","F","0","Rodriguez","279.32689","free","Los Angeles-Long Beach-Anaheim, CA","487","The Day I Lost My Voice (The Suitcase Song)","68"
"Foals","Tegan","F","7","Levine","281.18159","paid","Portland-South Portland, ME","481","Two Steps_ Twice","80"
"PJ Harvey","Tegan","F","8","Levine","245.75955","paid","Portland-South Portland, ME","481","Naked Cousin","80"
"Goldfrapp","Tegan","F","9","Levine","251.14077","paid","Portland-South Portland, ME","481","Train","80"
"Symphony X","Tegan","F","10","Levine","436.03546","paid","Portland-South Portland, ME","481","Absinthe And Rue","80"
"Fisher","Tegan","F","11","Levine","133.98159","paid","Portland-South Portland, ME","481","Rianna","80"
"Pencey Prep","Tegan","F","12","Levine","160.88771","paid","Portland-South Portland, ME","481","PS Don't Write","80"
"Clear Vu","Tegan","F","13","Levine","210.57261","paid","Portland-South Portland, ME","481","I Adore","80"
"Radiohead","Tegan","F","14","Levine","237.21751","paid","Portland-South Portland, ME","481","15 Step","80"
"The Mamas & The Papas","Tegan","F","15","Levine","190.58893","paid","Portland-South Portland, ME","481","Dream A Little Dream Of Me","80"
"Deepest Blue","Tegan","F","16","Levine","210.54649","paid","Portland-South Portland, ME","481","Deepest Blue","80"
"Miami Horror","Kate","F","88","Harrell","250.8273","paid","Lansing-East Lansing, MI","293","Sometimes","97"
"The White Stripes","Kate","F","89","Harrell","241.8673","paid","Lansing-East Lansing, MI","293","My Doorbell (Album Version)","97"
"Juan Carmona","Kate","F","90","Harrell","331.44118","paid","Lansing-East Lansing, MI","293","Panales de Algodon","97"
"Alison Krauss / Union Station","Kate","F","91","Harrell","171.04934","paid","Lansing-East Lansing, MI","293","Restless","97"
"Bullet For My Valentine","Kate","F","92","Harrell","235.65016","paid","Lansing-East Lansing, MI","293","Begging For Mercy","97"
"BjÃÂ¶rk","Kate","F","93","Harrell","348.57751","paid","Lansing-East Lansing, MI","293","Undo","97"
"Kanye West","Kate","F","94","Harrell","198.47791","paid","Lansing-East Lansing, MI","293","Celebration","97"
"Amy Winehouse","Ayla","F","0","Johnson","231.52281","free","Santa Rosa, CA","223","Stronger Than Me","63"
"Saosin","Kate","F","95","Harrell","238.10567","paid","Lansing-East Lansing, MI","293","You're Not Alone","97"
"Gorillaz","Kate","F","96","Harrell","195.44771","paid","Lansing-East Lansing, MI","293","Last Living Souls","97"
"World Inferno/Friendship Society_ The","Kate","F","97","Harrell","125.83138","paid","Lansing-East Lansing, MI","293","Everybody Comes to Rick's","97"
"Fall Out Boy","Kate","F","98","Harrell","172.01587","paid","Lansing-East Lansing, MI","293","Don't You Know Who I Think I Am?","97"
"Lonnie Gordon","Kate","F","99","Harrell","181.21098","paid","Lansing-East Lansing, MI","293","Catch You Baby (Steve Pitron & Max Sanna Radio Edit)","97"
"Crystal Castles","Kate","F","100","Harrell","213.05424","paid","Lansing-East Lansing, MI","293","Not In Love","97"
"Cage The Elephant","Kate","F","101","Harrell","175.12444","paid","Lansing-East Lansing, MI","293","Ain't No Rest For The Wicked (Original Version)","97"
"Rick Ross","Kate","F","102","Harrell","277.36771","paid","Lansing-East Lansing, MI","293","Luxury Tax","97"
"Lovehatehero","Kaylee","F","0","Summers","216.65914","free","Phoenix-Mesa-Scottsdale, AZ","181","Red Dress","8"
"Justin Bieber","Kaylee","F","1","Summers","264.35873","free","Phoenix-Mesa-Scottsdale, AZ","181","Never Let You Go","8"
"Zero 7","Kaylee","F","2","Summers","199.96689","free","Phoenix-Mesa-Scottsdale, AZ","181","You're My Flame [Album Version]","8"
"Yeah Yeah Yeahs","Kaylee","F","3","Summers","220.96934","free","Phoenix-Mesa-Scottsdale, AZ","181","Heads Will Roll","8"
"4 Skins","Kaylee","F","4","Summers","165.51138","free","Phoenix-Mesa-Scottsdale, AZ","181","Clockwork Skinhead","8"
"Anne-Lie RydÃÂ©","Wyatt","M","0","Scott","176.90077","free","Eureka-Arcata-Fortuna, CA","8","SÃÂ¥n't ÃÂr Livet (You Can Have Her) (2002 Digital Remaster)","9"
"The Smiths","Wyatt","M","1","Scott","242.9122","free","Eureka-Arcata-Fortuna, CA","8","There Is A Light That Never Goes Out","9"
"Metallica","Wyatt","M","2","Scott","515.21261","free","Eureka-Arcata-Fortuna, CA","8","Master Of Puppets","9"
"Flight Of The Conchords","Kynnedi","F","0","Sanchez","148.55791","free","Cedar Rapids, IA","192","Too Many Dicks (On The Dance Floor)","89"
"In Flames","Kynnedi","F","1","Sanchez","255.76444","free","Cedar Rapids, IA","192","Come Clarity","89"
"Juan Carlos Baglietto","Wyatt","M","3","Scott","221.80526","free","Eureka-Arcata-Fortuna, CA","8","Cuando","9"
"Juan Carlos Baglietto","Wyatt","M","4","Scott","285.64853","free","Eureka-Arcata-Fortuna, CA","8","Era En Abril","9"
"Saliva","Ava","F","0","Robinson","252.44689","free","New Haven-Milford, CT","313","Click Click Boom","50"
"Soul II Soul","Jayden","M","0","Fox","239.67302","free","New Orleans-Metairie, LA","298","How Long","101"
"Los Rodriguez","Ava","F","1","Robinson","205.21751","free","New Haven-Milford, CT","313","Enganchate Conmigo","50"
"Twista feat. Kayne West & Jamie Foxx","Ava","F","2","Robinson","212.55791","free","New Haven-Milford, CT","313","Slow Jamz (Feat. Kanye West & Jamie Foxx) (Edited Album Version)","50"
"Slim Cessna's Auto Club","Ava","F","3","Robinson","333.37424","free","New Haven-Milford, CT","313","Unto The Day","50"
"Philippe Rochard","Theodore","M","0","Harris","360.51546","free","Red Bluff, CA","162","Crumpshit","14"
"Mike And The Mechanics","Theodore","M","1","Harris","275.12118","free","Red Bluff, CA","162","A Beggar On A Beach Of Gold","14"
"No Doubt","Theodore","M","2","Harris","213.31546","free","Red Bluff, CA","162","Hey You","14"
"The White Stripes","Sylvie","F","3","Cruz","231.81016","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","286","Seven Nation Army (Album Version)","10"
"Oscar Peterson","Theodore","M","3","Harris","516.70159","free","Red Bluff, CA","162","Nighttime","14"
"Jem","Adler","M","0","Barrera","242.18077","free","New York-Newark-Jersey City, NY-NJ-PA","301","Amazing Life","100"
"Jagged Edge featuring Run of Run DMC","Adler","M","1","Barrera","248.37179","free","New York-Newark-Jersey City, NY-NJ-PA","301","Let's Get Married","100"
"Arctic Monkeys","Tegan","F","1","Levine","152.60689","free","Portland-South Portland, ME","329","Baby I'm Yours","80"
"Pixies","Ava","F","1","Robinson","89.36444","free","New Haven-Milford, CT","338","Build High","50"
"The Roots / Jack Davey","Ava","F","2","Robinson","155.95057","free","New Haven-Milford, CT","338","Atonement","50"
"Mike And The Mechanics","Ava","F","3","Robinson","275.12118","free","New Haven-Milford, CT","338","A Beggar On A Beach Of Gold","50"
"Faithless","Ava","F","4","Robinson","495.3073","free","New Haven-Milford, CT","338","Music Matters (Mark Knight Dub)","50"
"Kings Of Leon","Aiden","M","0","Hess","227.13424","free","La Crosse-Onalaska, WI-MN","204","Be Somebody","86"
"Vader","Sylvie","F","1","Cruz","128.91383","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","339","Carnal","10"
"Wu-Tang Clan","Sylvie","F","2","Cruz","122.46159","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","339","Impossible","10"
"Matt Nathanson","Kevin","M","1","Arellano","187.03628","free","Harrisburg-Carlisle, PA","319","Bare","66"
"Lily Allen","Kevin","M","2","Arellano","194.76853","free","Harrisburg-Carlisle, PA","319","Smile","66"
"Harmonia","Aleena","F","0","Kirby","655.77751","paid","Waterloo-Cedar Falls, IA","285","Sehr kosmisch","44"
"Avril Lavigne","Lily","F","1","Koch","239.90812","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Keep Holding On","15"
"White Lion","Lily","F","2","Koch","378.93179","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","When The Children Cry","15"
"Lifehouse","Lily","F","3","Koch","195.47383","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","You And Me (Wedding Version)","15"
"Entombed","Aleena","F","1","Kirby","237.73995","paid","Waterloo-Cedar Falls, IA","285","Stranger Aeons","44"
"Miley Cyrus","Lily","F","4","Koch","236.85179","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","The Climb","15"
"Ray Barretto","Aleena","F","2","Kirby","251.79383","paid","Waterloo-Cedar Falls, IA","285","Indestructible","44"
"Syd Barrett","Lily","F","5","Koch","332.32934","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Lanky (Part One)","15"
"Thievery Corporation","Aleena","F","3","Kirby","225.85424","paid","Waterloo-Cedar Falls, IA","285","Racing East","44"
"Jack Johnson","Aleena","F","5","Kirby","210.85995","paid","Waterloo-Cedar Falls, IA","285","Angel","44"
"Todd Barry","Lily","F","6","Koch","126.82404","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Sugar Ray (LP Version)","15"
"Eddie Vedder","Lily","F","7","Koch","164.17914","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Guaranteed","15"
"Arcade Fire","Aleena","F","6","Kirby","343.69261","paid","Waterloo-Cedar Falls, IA","285","No Cars Go","44"
"Cartola","Lily","F","8","Koch","188.65587","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Verde Que Te Quero Rosa","15"
"India.Arie","Lily","F","9","Koch","212.13995","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Good Man","15"
"Avril Lavigne","Aleena","F","7","Kirby","212.40118","paid","Waterloo-Cedar Falls, IA","285","Tomorrow","44"
"Dwight Yoakam","Morris","M","2","Gilmore","239.3073","free","Raleigh, NC","177","You're The One","23"
"BeyoncÃÂ©","Lily","F","10","Koch","261.74649","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Halo","15"
"Franz Ferdinand","Lily","F","11","Koch","247.24853","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Take Me Out","15"
"Leggo Beast","Lily","F","12","Koch","321.93261","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Itchy Feet","15"
"Daft Punk","Lily","F","13","Koch","369.34485","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Aerodynamic (Daft Punk Remix)","15"
"Interpol","Lily","F","14","Koch","247.66649","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Narc","15"
"Sl2","Lily","F","15","Koch","329.89995","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","On A Ragga Tip","15"
"Newsboys","Jacqueline","F","0","Lynch","381.67465","free","Atlanta-Sandy Springs-Roswell, GA","295","It Is You - Live","29"
"Montgomery Gentry","Lily","F","16","Koch","202.50077","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","While You're Still Young","15"
"10cc","Lily","F","17","Koch","300.40771","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Hotel","15"
"Booka Shade","Jacqueline","F","1","Lynch","369.97179","free","Atlanta-Sandy Springs-Roswell, GA","295","shimmer","29"
"Metallica","Shakira","F","1","Hunt","515.21261","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","277","Master Of Puppets","84"
"B.o.B","Lily","F","18","Koch","269.63546","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Nothin' On You [feat. Bruno Mars] (Album Version)","15"
"John Mayer","Jacqueline","F","2","Lynch","267.38893","free","Atlanta-Sandy Springs-Roswell, GA","295","Why Georgia","29"
"The Specials","Lily","F","19","Koch","218.06975","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Ghost Town","15"
"Ol' Dirty Bastard","Lily","F","20","Koch","217.49506","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Brooklyn Zoo [Explicit Version]","15"
"Jack Johnson","Lily","F","21","Koch","236.72118","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Bubble Toes","15"
"Radiohead","Lily","F","22","Koch","208.61342","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","You","15"
"Fall Out Boy","Lily","F","23","Koch","202.37016","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Nobody Puts Baby In The Corner","15"
"Lily Allen","Lily","F","24","Koch","201.1424","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Not Fair (Clean Radio Edit)","15"
"Polyphonic Spree","Lily","F","25","Koch","2190.94159","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Section Ten","15"
"Los Del Rio","Jizelle","F","1","Benjamin","249.49506","free","Plymouth, IN","323","Macarena","2"
"Alliance Ethnik","Lily","F","26","Koch","252.21179","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","ReprÃÂ©sente","15"
"Shinedown","Ryan","M","0","Smith","220.39465","free","San Jose-Sunnyvale-Santa Clara, CA","346","Second Chance (Album Version)","26"
"Linkin Park","Lily","F","27","Koch","189.28281","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Given Up (Album Version)","15"
"Poisonblack","Lily","F","28","Koch","234.78812","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Nothing Else ReMayns","15"
"The Radio Dept.","Lily","F","29","Koch","241.76281","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Your Father","15"
"Gwen Stefani / Andre 3000","Lily","F","30","Koch","274.02404","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Long Way To Go","15"
"Shinedown","Lily","F","31","Koch","253.59628","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","The Crow & The Butterfly (Album Version)","15"
"Sunnyland Slim","Lily","F","32","Koch","233.97832","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Slim's Shout","15"
"Lou Bega","Lily","F","34","Koch","220.13342","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Mambo No. 5 (A Little Bit Of...)","15"
"Nevermore","Lily","F","35","Koch","320.57424","paid","Chicago-Naperville-Elgin, IL-IN-WI","221","Matricide","15"
